from,to,kat1a_rsd,kat1_rsd,kat2_rsd,kat3_rsd,kat4_rsd,kat1a_eur,kat1_eur,kat2_eur,kat3_eur,kat4_eur
"Pirot istok","Inđija",870,1740,2600,5220,10440,8,15.5,23,45,89.5
"Pirot istok","Beograd",820,1640,2460,4930,9860,7.5,14.5,21.5,42.5,84.5
"Pirot istok","Mali Požarevac",770,1540,2310,4630,9250,7,13.5,20,40,79.5
"Pirot istok","Umčari",750,1510,2260,4520,9040,6.5,13,19.5,39,77.5
"Pirot istok","Vodanj",740,1470,2210,4420,8850,6.5,13,19,38,76
"Pirot istok","Kolari",720,1440,2160,4320,8640,6.5,12.5,18.5,37,74
"Pirot istok","Smederevo",700,1410,2110,4230,8460,6,12.5,18.5,36.5,72.5
"Pirot istok","Požarevac",700,1400,2100,4200,8410,6,12,18,36,72
"Pirot istok","Velika Plana",620,1240,1860,3730,7460,5.5,11,16,32,64
"Pirot istok","Markovac",590,1180,1770,3540,7080,5.5,10.5,15.5,30.5,60.5
"Pirot istok","Lapovo",570,1150,1720,3440,6870,5,10,15,29.5,59
"Pirot istok","Batočina",560,1120,1690,3370,6750,5,10,14.5,29,58
"Pirot istok","Jagodina",500,1010,1510,3020,6030,4.5,9,13,26,52
"Pirot istok","Ćuprija",470,930,1400,2800,5600,4.5,8,12,24,48
"Pirot istok","Paraćin",440,880,1310,2630,5250,4,8,11.5,22.5,45
"Pirot istok","Ćićevac",420,830,1250,2500,5000,4,7.5,11,21.5,43
"Pirot istok","Ražanj",370,740,1110,2220,4440,3.5,6.5,9.5,19,38
"Pirot istok","Aleksinački Rudnici",310,620,940,1870,3750,3,5.5,8.5,16,32.5
"Pirot istok","Aleksinac",300,600,900,1790,3590,3,5.5,8,15.5,31
"Pirot istok","Niš jug",250,500,750,1510,3010,2.5,4.5,6.5,13,26
"Pirot istok","Doljevac",300,590,890,1770,3550,3,5.5,8,15.5,30.5
"Pirot istok","Brestovac",310,620,940,1870,3750,3,5.5,8.5,16,32.5
"Pirot istok","Leskovac centar",330,660,1000,1990,3980,3,6,9,17,34
"Pirot istok","Leskovac jug",380,750,1130,2260,4510,3.5,6.5,10,19.5,39
"Pirot istok","Grdelica",410,810,1220,2440,4880,4,7,10.5,21,42
"Pirot istok","Predejane",450,900,1350,2710,5410,4,8,12,23.5,46.5
"Pirot istok","Vladičin Han",520,1040,1560,3120,6250,4.5,9,13.5,27,53.5
"Pirot istok","Vranje",590,1170,1760,3510,7020,5.5,10,15.5,30,60
"Pirot istok","Bujanovac sever",620,1250,1870,3740,7470,5.5,11,16,32,64
"Pirot istok","Bujanovac jug",630,1270,1900,3800,7600,5.5,11,16.5,32.5,65
"Pirot istok","Preševo",690,1380,2070,4130,8270,6,12,18,35.5,71
"Pirot istok","Dimitrovgrad",80,160,240,490,970,1,1.5,2.5,4.5,8.5
"Pirot istok","Šid",1080,2160,3240,6490,12980,10,19,28.5,56,111.5
"Pirot istok","Adaševci",820,1640,2460,4930,9860,7.5,14.5,21.5,42.5,84.5
"Pirot istok","Kuzmin",1020,2040,3050,6120,12230,9.5,18,27,53,105
"Pirot istok","Sremska Mitrovica",960,1920,2880,5760,11530,9,17,25.5,50,99
"Pirot istok","Ruma",930,1850,2780,5570,11130,8.5,16.5,24.5,48,95.5
"Pirot istok","Pećinci",890,1780,2670,5350,10700,8.5,16,23.5,46.5,92
"Pirot istok","Takovo",1090,2180,3270,6550,13100,10,19.5,28.5,56.5,112.5
"Pirot istok","Preljina jug",1150,2300,3450,6910,13810,10.5,20.5,30,59.5,118.5
"Pirot istok","Obrenovac",820,1640,2460,4930,9860,7.5,14.5,21.5,42.5,84.5
"Pirot istok","Ub",890,1790,2680,5370,10740,8.5,16,23.5,46.5,92.5
"Pirot istok","Lajkovac",930,1860,2800,5600,11210,8.5,16.5,24.5,48.5,96.5
"Pirot istok","Ljig",1000,2000,3000,6010,12020,9.5,18,26.5,52,103
"Pirot istok","Merošina",270,530,800,1600,3200,2.5,5,7,14,27.5
"Pirot istok","Niš sever",230,470,700,1410,2820,2,4.5,6,12.5,24.5
"Pirot istok","Niš istok",220,430,650,1300,2600,2,4,6,11.5,22.5
"Pirot istok","Niš Malča",200,390,590,1180,2350,2,3.5,5.5,10.5,20.5
"Pirot istok","Bela Palanka",110,210,320,630,1260,1,2,3,5.5,11
"Pirot istok","Pirot zapad",40,70,110,210,420,0.5,1,1,2,4
"Pirot istok","Čačak (Pakovraće)",1180,2360,3540,7090,14170,11,21,31,61,121.5
"Pirot istok","Hrtkovci",960,1920,2880,5760,11530,9,17,25.5,50,99
"Pirot istok","Šabac",1000,1990,2990,5990,11980,9.5,17.5,26.5,52,103
"Pirot istok","Kruševac istok",470,940,1400,2810,5620,4.5,8.5,12,24.5,48.5
"Pirot istok","Kruševac zapad",470,950,1420,2840,5670,4.5,8.5,12.5,24.5,48.5
"Pirot istok","Koševi",490,980,1470,2940,5880,4.5,8.5,13,25.5,50.5
"Pirot istok","Velika Drenova",510,1020,1530,3070,6130,4.5,9,13.5,26.5,52.5
"Pirot istok","Trstenik",550,1100,1650,3300,6590,5,9.5,14.5,28.5,56.5
"Pirot istok","Vrnjačka Banja",580,1160,1750,3490,6980,5,10,15,30,60
"Pirot istok","Lučani",1250,2500,3750,7510,15020,11.5,22,33,65,129
"Pirot istok","Prilipac",1300,2590,3890,7790,15580,12,23,34,67,133.5
"Pirot istok","Vrba",620,1240,1860,3720,7440,5.5,11,16,32,64
"Pirot istok","Adrani",1230,2450,3680,7360,14730,11.5,21.5,32,63.5,126.5
"Morović","Subotica",420,850,1270,2540,5090,4,7.5,11,22,43.5
"Morović","Žednik",370,730,1100,2200,4410,3.5,6.5,9.5,19,38
"Morović","Bačka Topola",330,670,1000,2000,4000,3,6,9,17.5,34.5
"Morović","Feketić",280,550,830,1660,3330,2.5,5,7.5,14.5,28.5
"Morović","Vrbas",250,500,750,1500,3000,2.5,4.5,6.5,13,26
"Morović","Zmajevo",210,430,640,1290,2580,2,4,5.5,11.5,22.5
"Morović","Novi Sad",170,340,510,1020,2040,1.5,3,4.5,9,17.5
"Morović","Kovilj",120,230,350,700,1410,1.5,2,3,6,12.5
"Morović","Beška",70,150,220,440,880,1,1.5,2,4,8
"Morović","Maradik",60,120,180,370,730,1,1.5,2,3.5,6.5
"Morović","Inđija",50,100,140,290,580,0.5,1,1.5,2.5,5
"Morović","Beograd",240,470,710,1410,2820,2.5,4.5,6.5,12.5,24.5
"Morović","Mali Požarevac",50,100,150,300,610,0.5,1,1.5,3,5.5
"Morović","Umčari",70,140,200,410,820,1,1.5,2,4,7.5
"Morović","Vodanj",80,170,250,510,1010,1,1.5,2.5,4.5,9
"Morović","Kolari",100,200,300,610,1220,1,2,3,5.5,10.5
"Morović","Smederevo",120,230,350,700,1400,1.5,2,3,6,12
"Morović","Požarevac",120,240,360,730,1450,1.5,2.5,3.5,6.5,12.5
"Morović","Velika Plana",200,400,600,1200,2400,2,3.5,5.5,10.5,21
"Morović","Markovac",230,460,690,1390,2780,2,4,6,12,24
"Morović","Lapovo",250,500,750,1490,2990,2.5,4.5,6.5,13,26
"Morović","Batočina",260,520,780,1560,3110,2.5,4.5,7,13.5,27
"Morović","Jagodina",320,640,960,1910,3830,3,5.5,8.5,16.5,33
"Morović","Ćuprija",350,710,1060,2130,4260,3,6.5,9.5,18.5,36.5
"Morović","Paraćin",380,770,1150,2300,4610,3.5,7,10,20,39.5
"Morović","Ćićevac",430,860,1290,2570,5140,4,7.5,11.5,22,44
"Morović","Ražanj",450,900,1360,2710,5420,4,8,12,23.5,46.5
"Morović","Aleksinački Rudnici",510,1020,1530,3060,6110,4.5,9,13.5,26.5,52.5
"Morović","Aleksinac",520,1050,1570,3140,6270,4.5,9,13.5,27,54
"Morović","Niš jug",590,1180,1770,3540,7080,5.5,10.5,15.5,30.5,60.5
"Morović","Doljevac",40,90,130,270,540,0.5,1,1.5,2.5,5
"Morović","Brestovac",60,120,180,370,730,1,1.5,2,3.5,6.5
"Morović","Leskovac centar",80,160,240,490,970,1,1.5,2.5,4.5,8.5
"Morović","Leskovac jug",120,250,370,750,1500,1.5,2.5,3.5,6.5,13
"Morović","Grdelica",160,310,470,930,1870,1.5,3,4.5,8,16
"Morović","Predejane",200,400,600,1200,2400,2,3.5,5.5,10.5,21
"Morović","Vladičin Han",270,540,810,1620,3240,2.5,5,7,14,28
"Morović","Vranje",330,670,1000,2000,4010,3,6,9,17.5,34.5
"Morović","Bujanovac sever",370,740,1110,2230,4460,3.5,6.5,9.5,19.5,38.5
"Morović","Bujanovac jug",380,760,1150,2290,4580,3.5,6.5,10,20,39.5
"Morović","Preševo",440,880,1310,2630,5260,4,8,11.5,22.5,45
"Morović","Dimitrovgrad",1140,2270,3420,6820,13650,10.5,20,30,59,117.5
"Morović","Kuzmin",40,80,110,230,450,0.5,1,1,2,4
"Morović","Sremska Mitrovica",100,190,290,580,1160,1,2,2.5,5,10
"Morović","Ruma",130,270,400,810,1610,1.5,2.5,3.5,7,14
"Morović","Pećinci",170,330,500,990,1980,1.5,3,4.5,8.5,17
"Morović","Takovo",270,540,810,1620,3240,2.5,5,7,14,28
"Morović","Preljina jug",330,660,990,1980,3950,3,6,8.5,17,34
"Morović","Ub",70,150,220,440,880,1,1.5,2,4,8
"Morović","Lajkovac",110,220,340,670,1350,1,2,3,6,12
"Morović","Ljig",180,360,540,1080,2160,2,3.5,5,9.5,18.5
"Morović","Merošina",610,1210,1820,3630,7270,5.5,10.5,16,31.5,62.5
"Morović","Niš sever",590,1170,1760,3520,7040,5.5,10,15.5,30.5,60.5
"Morović","Niš istok",610,1210,1820,3630,7260,5.5,10.5,16,31.5,62.5
"Morović","Niš Malča",720,1430,2150,4300,8600,6.5,12.5,18.5,37,73.5
"Morović","Bela Palanka",720,1430,2150,4300,8600,6.5,12.5,18.5,37,73.5
"Morović","Pirot zapad",790,1570,2360,4720,9440,7,13.5,20.5,40.5,81
"Morović","Pirot istok",820,1640,2460,4930,9860,7.5,14.5,21.5,42.5,84.5
"Morović","Čačak (Pakovraće)",360,720,1080,2160,4310,3.5,6.5,9.5,18.5,37
"Morović","Hrtkovci",170,330,500,1000,2010,1.5,3,4.5,9,17.5
"Morović","Šabac",210,410,620,1230,2460,2,4,5.5,11,21.5
"Morović","Kruševac istok",720,1430,2150,4290,8580,7,13,19,37.5,74
"Morović","Kruševac zapad",720,1440,2160,4320,8640,7,13,19,37.5,74.5
"Morović","Koševi",740,1470,2220,4420,8840,7,5.5,19.5,38.5,76
"Morović","Velika Drenova",760,1520,2280,4550,9090,7,13.5,20,39.5,78.5
"Morović","Trstenik",800,1590,2390,4780,9560,7.5,14.5,21,41.5,82.5
"Morović","Vrnjačka Banja",830,1660,2490,4970,9950,8,15,22,43,85.5
"Morović","Lučani",670,1330,2000,3990,7980,6.5,12,18,35,69
"Morović","Prilipac",720,1420,2140,4270,8540,7,13,19,37,73.5
"Morović","Vrba",870,1730,2610,5200,10400,8,15.5,23,45,89.5
"Morović","Adrani",650,1280,1930,3840,7690,6.5,11.5,17,33.5,66.5
"Čačak (Pakovraće)","Subotica",780,1570,2350,4700,9400,7.5,14,20.5,40.5,80.5
"Čačak (Pakovraće)","Žednik",730,1450,2180,4360,8720,7,13,19,37.5,75
"Čačak (Pakovraće)","Bačka Topola",690,1390,2080,4160,8310,6.5,12.5,18.5,36,71.5
"Čačak (Pakovraće)","Feketić",640,1270,1910,3820,7640,6,11.5,17,33,65.5
"Čačak (Pakovraće)","Vrbas",610,1220,1830,3660,7310,6,11,16,31.5,63
"Čačak (Pakovraće)","Zmajevo",570,1150,1720,3450,6890,5.5,10.5,15,30,59.5
"Čačak (Pakovraće)","Novi Sad",530,1060,1590,3180,6350,5,9.5,14,27.5,54.5
"Čačak (Pakovraće)","Kovilj",480,950,1430,2860,5720,5,8.5,12.5,24.5,49.5
"Čačak (Pakovraće)","Beška",430,870,1300,2600,5190,4.5,8,11.5,22.5,45
"Čačak (Pakovraće)","Maradik",420,840,1260,2530,5040,4.5,8,11.5,22,43.5
"Čačak (Pakovraće)","Inđija",410,820,1220,2450,4890,4,7.5,11,21,42
"Čačak (Pakovraće)","Beograd",360,720,1080,2160,4310,3.5,6.5,9.5,18.5,37
"Čačak (Pakovraće)","Mali Požarevac",410,820,1230,2460,4920,4,7.5,11,21.5,42.5
"Čačak (Pakovraće)","Umčari",430,860,1280,2570,5130,4.5,8,11.5,22.5,44.5
"Čačak (Pakovraće)","Vodanj",440,890,1330,2670,5320,4.5,8,12,23,46
"Čačak (Pakovraće)","Kolari",460,920,1380,2770,5530,4.5,8.5,12.5,24,47.5
"Čačak (Pakovraće)","Smederevo",480,950,1430,2860,5710,5,8.5,12.5,24.5,49
"Čačak (Pakovraće)","Požarevac",480,960,1440,2890,5760,5,9,13,25,49.5
"Čačak (Pakovraće)","Velika Plana",560,1120,1680,3360,6710,5.5,10,15,29,58
"Čačak (Pakovraće)","Markovac",590,1180,1770,3550,7090,5.5,10.5,15.5,30.5,61
"Čačak (Pakovraće)","Lapovo",610,1220,1830,3650,7300,6,11,16,31.5,63
"Čačak (Pakovraće)","Batočina",620,1240,1860,3720,7420,6,11,16.5,32,64
"Čačak (Pakovraće)","Jagodina",680,1360,2040,4070,8140,6.5,12,18,35,70
"Čačak (Pakovraće)","Ćuprija",710,1430,2140,4290,8570,6.5,13,19,37,73.5
"Čačak (Pakovraće)","Paraćin",740,1490,2230,4460,8920,7,13.5,19.5,38.5,76.5
"Čačak (Pakovraće)","Ćićevac",790,1580,2370,4730,9450,7.5,14,21,40.5,81
"Čačak (Pakovraće)","Ražanj",810,1620,2440,4870,9730,7.5,14.5,21.5,42,83.5
"Čačak (Pakovraće)","Aleksinački Rudnici",870,1740,2610,5220,10420,8,15.5,23,45,89.5
"Čačak (Pakovraće)","Aleksinac",880,1770,2650,5300,10580,8,15.5,23,45.5,91
"Čačak (Pakovraće)","Niš jug",950,1900,2850,5700,11390,9,17,25,49,97.5
"Čačak (Pakovraće)","Doljevac",990,1990,2980,5970,11920,9,17.5,26,51.5,102.5
"Čačak (Pakovraće)","Brestovac",1010,2020,3030,6070,12120,9.5,18,26.5,52,104
"Čačak (Pakovraće)","Leskovac centar",1030,2060,3090,6180,12360,9.5,18,27,53,106
"Čačak (Pakovraće)","Leskovac jug",1070,2150,3220,6450,12890,10,19,28,55.5,110.5
"Čačak (Pakovraće)","Grdelica",1110,2210,3320,6630,13250,10,19.5,29,57,113.5
"Čačak (Pakovraće)","Predejane",1150,2300,3450,6900,13790,10.5,20,30,59,118
"Čačak (Pakovraće)","Vladičin Han",1220,2440,3660,7320,14620,11,21.5,32,63,125.5
"Čačak (Pakovraće)","Vranje",1280,2570,3850,7700,15400,11.5,22.5,33.5,66,132
"Čačak (Pakovraće)","Bujanovac sever",1320,2640,3960,7930,15850,12,23,34.5,68,136
"Čačak (Pakovraće)","Bujanovac jug",1330,2660,4000,7990,15970,12,23.5,34.5,68.5,137
"Čačak (Pakovraće)","Preševo",1390,2780,4160,8330,16650,12.5,24.5,36,71.5,142.5
"Čačak (Pakovraće)","Dimitrovgrad",1260,2520,3790,7570,15140,11.5,22,33,65,130
"Čačak (Pakovraće)","Šid",620,1240,1860,3720,7430,6,11,16.5,32,64
"Čačak (Pakovraće)","Adaševci",360,720,1080,2160,4310,3.5,6.5,9.5,18.5,37
"Čačak (Pakovraće)","Kuzmin",560,1120,1670,3350,6680,5.5,10,15,29,57.5
"Čačak (Pakovraće)","Sremska Mitrovica",500,1000,1500,2990,5980,5,9,13.5,26,51.5
"Čačak (Pakovraće)","Ruma",470,930,1400,2800,5580,4.5,8.5,12.5,24,48
"Čačak (Pakovraće)","Pećinci",430,860,1290,2580,5150,4.5,8,11.5,22.5,44.5
"Čačak (Pakovraće)","Takovo",90,180,270,540,1070,1,2,2.5,5,9.5
"Čačak (Pakovraće)","Preljina jug",40,90,130,270,540,0.5,1,1.5,2.5,5
"Čačak (Pakovraće)","Obrenovac",360,720,1080,2160,4310,3.5,6.5,9.5,18.5,37
"Čačak (Pakovraće)","Ub",290,570,860,1720,3440,2.5,5,7.5,15,29.5
"Čačak (Pakovraće)","Lajkovac",250,490,740,1480,2960,2.5,4.5,6.5,13,25.5
"Čačak (Pakovraće)","Ljig",180,360,540,1080,2150,2,3.5,5,9.5,18.5
"Čačak (Pakovraće)","Merošina",970,1930,2900,5790,11580,9,17,25.5,50,99.5
"Čačak (Pakovraće)","Niš sever",950,1890,2840,5680,11350,9,16.5,25,49,97.5
"Čačak (Pakovraće)","Niš istok",970,1930,2900,5790,11570,9,17,25.5,50,99.5
"Čačak (Pakovraće)","Niš Malča",990,1970,2960,5910,11820,9,17.5,26,51,101.5
"Čačak (Pakovraće)","Bela Palanka",1080,2150,3230,6460,12910,10,19,28,55.5,110.5
"Čačak (Pakovraće)","Pirot zapad",1150,2290,3440,6880,13750,10.5,20,30,59,118
"Čačak (Pakovraće)","Pirot istok",1180,2360,3540,7090,14170,11,21,31,61,121.5
"Čačak (Pakovraće)","Hrtkovci",500,1000,1500,2990,5980,5,9,13.5,26,51.5
"Čačak (Pakovraće)","Šabac",540,1070,1610,3220,6430,5.5,9.5,14.5,28,55.5
"Čačak (Pakovraće)","Kruševac istok",840,1680,2520,5040,10070,8,15,22,43.5,86.5
"Čačak (Pakovraće)","Kruševac zapad",840,1690,2530,5070,10130,8,15,22,43.5,87
"Čačak (Pakovraće)","Koševi",860,1720,2590,5170,10330,8,7.5,22.5,44.5,88.5
"Čačak (Pakovraće)","Velika Drenova",880,1770,2650,5300,10580,8,15.5,23,45.5,91
"Čačak (Pakovraće)","Trstenik",920,1840,2760,5530,11050,8.5,16.5,24,47.5,95
"Čačak (Pakovraće)","Vrnjačka Banja",950,1910,2860,5720,11440,9,17,25,49,98
"Čačak (Pakovraće)","Lučani",70,140,210,420,840,1,1.5,2,4,7.5
"Čačak (Pakovraće)","Prilipac",120,230,350,700,1410,1.5,2,3,6,12.5
"Čačak (Pakovraće)","Vrba",990,1980,2980,5950,11890,9,17.5,26,51,102
"Čačak (Pakovraće)","Adrani",120,240,360,720,1450,1.5,2.5,3.5,6.5,12.5
"Hrtkovci","Subotica",560,1130,1690,3370,6760,5.5,10,15,29.5,58
"Hrtkovci","Žednik",510,1010,1520,3030,6080,5,9,13.5,26.5,52.5
"Hrtkovci","Bačka Topola",470,950,1420,2830,5670,4.5,8.5,13,25,49
"Hrtkovci","Feketić",560,1130,1690,3370,6760,5.5,10,15,29.5,58
"Hrtkovci","Vrbas",390,780,1170,2330,4670,4,7,10.5,20.5,40.5
"Hrtkovci","Zmajevo",350,710,1060,2120,4250,3.5,6.5,9.5,19,37
"Hrtkovci","Novi Sad",310,620,930,1850,3710,3,5.5,8.5,16.5,32
"Hrtkovci","Kovilj",260,510,770,1530,3080,3,4.5,7,13.5,27
"Hrtkovci","Beška",210,430,640,1270,2550,2.5,4,6,11.5,22.5
"Hrtkovci","Maradik",200,400,600,1200,2400,2.5,4,6,11,21
"Hrtkovci","Inđija",190,380,560,1120,2250,2,3.5,5.5,10,19.5
"Hrtkovci","Beograd",140,280,420,830,1670,1.5,2.5,4,7.5,14.5
"Hrtkovci","Mali Požarevac",190,380,570,1130,2280,2,3.5,5.5,10.5,20
"Hrtkovci","Umčari",210,420,620,1240,2490,2.5,4,6,11.5,22
"Hrtkovci","Vodanj",220,450,670,1340,2680,2.5,4,6.5,12,23.5
"Hrtkovci","Kolari",240,480,720,1440,2890,2.5,4.5,7,13,25
"Hrtkovci","Smederevo",260,510,770,1530,3070,3,4.5,7,13.5,26.5
"Hrtkovci","Požarevac",260,520,780,1560,3120,3,5,7.5,14,27
"Hrtkovci","Velika Plana",340,680,1020,2030,4070,3.5,6,9.5,18,35.5
"Hrtkovci","Markovac",370,740,1110,2220,4450,3.5,6.5,10,19.5,38.5
"Hrtkovci","Lapovo",390,780,1170,2320,4660,4,7,10.5,20.5,40.5
"Hrtkovci","Batočina",400,800,1200,2390,4780,4,7,11,21,41.5
"Hrtkovci","Jagodina",460,920,1380,2740,5500,4.5,8,12.5,24,47.5
"Hrtkovci","Ćuprija",490,990,1480,2960,5930,4.5,9,13.5,26,51
"Hrtkovci","Paraćin",520,1050,1570,3130,6280,5,9.5,14,27.5,54
"Hrtkovci","Ćićevac",570,1140,1710,3400,6810,6,10.5,16.5,31.5,62.5
"Hrtkovci","Ražanj",590,1180,1780,3540,7090,5.5,10.5,16,31,61
"Hrtkovci","Aleksinački Rudnici",650,1300,1950,3890,7780,6,11.5,17.5,34,67
"Hrtkovci","Aleksinac",660,1330,1990,3970,7940,6,11.5,17.5,34.5,68.5
"Hrtkovci","Niš jug",730,1460,2190,4370,8750,7,13,19.5,38,75
"Hrtkovci","Doljevac",770,1550,2320,4640,9280,7,13.5,20.5,40.5,80
"Hrtkovci","Brestovac",790,1580,2370,4740,9480,7.5,14,21,41,81.5
"Hrtkovci","Leskovac centar",810,1620,2430,4850,9720,7.5,14,21.5,42,83.5
"Hrtkovci","Leskovac jug",850,1710,2560,5120,10250,8,15,22.5,44.5,88
"Hrtkovci","Grdelica",890,1770,2660,5300,10610,8,15.5,23.5,46,91
"Hrtkovci","Predejane",930,1860,2790,5570,11150,8.5,16,24.5,48,95.5
"Hrtkovci","Vladičin Han",1000,2000,3000,5990,11980,9,17.5,26.5,52,103
"Hrtkovci","Vranje",1060,2130,3190,6370,12760,9.5,18.5,28,55,109.5
"Hrtkovci","Bujanovac sever",1100,2200,3300,6600,13210,10,19,29,57,113.5
"Hrtkovci","Bujanovac jug",1110,2220,3340,6660,13330,10,19.5,29,57.5,114.5
"Hrtkovci","Preševo",1170,2340,3500,7000,14010,10.5,20.5,30.5,60.5,120
"Hrtkovci","Dimitrovgrad",1040,2080,3130,6240,12500,9.5,18,27.5,54,107.5
"Hrtkovci","Šid",190,380,580,1150,2300,2,3.5,5,10,20
"Hrtkovci","Adaševci",170,330,500,1000,2010,1.5,3,4.5,9,17.5
"Hrtkovci","Kuzmin",130,260,390,780,1560,1.5,2.5,3.5,7,13.5
"Hrtkovci","Sremska Mitrovica",70,140,210,430,850,1,1.5,2,4,7.5
"Hrtkovci","Ruma",40,80,110,230,460,0.5,1,1,2,4
"Hrtkovci","Pećinci",70,140,210,410,830,1,1.5,2,4,7.5
"Hrtkovci","Takovo",410,820,1230,2450,4910,4,7.5,11,21.5,42.5
"Hrtkovci","Preljina jug",470,940,1410,2810,5620,4.5,8.5,12.5,24.5,48.5
"Hrtkovci","Obrenovac",140,280,420,830,1670,1.5,2.5,4,7.5,14.5
"Hrtkovci","Ub",210,430,640,1270,2550,2.5,4,6,11.5,22.5
"Hrtkovci","Lajkovac",250,500,760,1500,3020,2.5,4.5,7,13.5,26.5
"Hrtkovci","Ljig",320,640,960,1910,3830,3.5,6,9,17,33
"Hrtkovci","Merošina",750,1490,2240,4460,8940,7,13,20,39,77
"Hrtkovci","Niš sever",730,1450,2180,4350,8710,7,12.5,19.5,38,75
"Hrtkovci","Niš istok",750,1490,2240,4460,8930,7,13,20,39,77
"Hrtkovci","Niš Malča",770,1530,2300,4580,9180,7,13.5,20.5,40,79
"Hrtkovci","Bela Palanka",860,1710,2570,5130,10270,8,15,22.5,44.5,88
"Hrtkovci","Pirot zapad",930,1850,2780,5550,11110,8.5,16,24.5,48,95.5
"Hrtkovci","Pirot istok",960,1920,2880,5760,11530,9,17,25.5,50,99
"Hrtkovci","Čačak (Pakovraće)",500,1000,1500,2990,5980,5,9,13.5,26,51.5
"Hrtkovci","Šabac",40,80,110,230,460,0.5,1,1,2,4
"Hrtkovci","Kruševac istok",620,1240,1860,3710,7430,6,11,16.5,32.5,64
"Hrtkovci","Kruševac zapad",620,1250,1870,3740,7490,6,11,16.5,32.5,64.5
"Hrtkovci","Koševi",640,1280,1930,3840,7690,6,3.5,17,33.5,66
"Hrtkovci","Velika Drenova",660,1330,1990,3970,7940,6,11.5,17.5,34.5,68.5
"Hrtkovci","Trstenik",700,1400,2100,4200,8410,6.5,12.5,18.5,36.5,72.5
"Hrtkovci","Vrnjačka Banja",730,1470,2200,4390,8800,7,13,19.5,38,75.5
"Hrtkovci","Lučani",570,1140,1710,3410,6830,5.5,10,15.5,30,59
"Hrtkovci","Prilipac",620,1230,1850,3690,7390,6,11,16.5,32,63.5
"Hrtkovci","Vrba",770,1540,2320,4620,9250,7,13.5,20.5,40,79.5
"Hrtkovci","Adrani",550,1090,1640,3260,6540,5.5,9.5,14.5,28.5,56.5
"Šabac","Subotica",600,1200,1800,3600,7210,6,10.5,16,31.5,62
"Šabac","Žednik",550,1080,1630,3260,6530,5.5,9.5,14.5,28.5,56.5
"Šabac","Bačka Topola",510,1020,1530,3060,6120,5,9,14,27,53
"Šabac","Feketić",460,900,1360,2720,5450,4.5,8,12.5,24,47
"Šabac","Vrbas",430,850,1280,2560,5120,4.5,7.5,11.5,22.5,44.5
"Šabac","Zmajevo",390,780,1170,2350,4700,4,7,10.5,21,41
"Šabac","Novi Sad",350,690,1040,2080,4160,3.5,6,9.5,18.5,36
"Šabac","Kovilj",300,580,880,1760,3530,3.5,5,8,15.5,31
"Šabac","Beška",250,500,750,1500,3000,3,4.5,7,13.5,26.5
"Šabac","Maradik",240,470,710,1430,2850,3,4.5,7,13,25
"Šabac","Inđija",230,450,670,1350,2700,2.5,4,6.5,12,23.5
"Šabac","Beograd",180,350,530,1060,2120,2,3,5,9.5,18.5
"Šabac","Mali Požarevac",230,450,680,1360,2730,2.5,4,6.5,12.5,24
"Šabac","Umčari",250,490,730,1470,2940,3,4.5,7,13.5,26
"Šabac","Vodanj",260,520,780,1570,3130,3,4.5,7.5,14,27.5
"Šabac","Kolari",280,550,830,1670,3340,3,5,8,15,29
"Šabac","Smederevo",300,580,880,1760,3520,3.5,5,8,15.5,30.5
"Šabac","Požarevac",300,590,890,1790,3570,3.5,5.5,8.5,16,31
"Šabac","Velika Plana",380,750,1130,2260,4520,4,6.5,10.5,20,39.5
"Šabac","Markovac",410,810,1220,2450,4900,4,7,11,21.5,42.5
"Šabac","Lapovo",430,850,1280,2550,5110,4.5,7.5,11.5,22.5,44.5
"Šabac","Batočina",440,870,1310,2620,5230,4.5,7.5,12,23,45.5
"Šabac","Jagodina",500,990,1490,2970,5950,5,8.5,13.5,26,51.5
"Šabac","Ćuprija",530,1060,1590,3190,6380,5,9.5,14.5,28,55
"Šabac","Paraćin",560,1120,1680,3360,6730,5.5,10,15,29.5,58
"Šabac","Ćićevac",610,1210,1820,3630,7260,6,10.5,16.5,31.5,62.5
"Šabac","Ražanj",630,1250,1890,3770,7540,6,11,17,33,65
"Šabac","Aleksinački Rudnici",690,1370,2060,4120,8230,6.5,12,18.5,36,71
"Šabac","Aleksinac",700,1400,2100,4200,8390,6.5,12,18.5,36.5,72.5
"Šabac","Niš jug",770,1530,2300,4600,9200,7.5,13.5,20.5,40,79
"Šabac","Doljevac",810,1620,2430,4870,9730,7.5,14,21.5,42.5,84
"Šabac","Brestovac",830,1650,2480,4970,9930,8,14.5,22,43,85.5
"Šabac","Leskovac centar",850,1690,2540,5080,10170,8,14.5,22.5,44,87.5
"Šabac","Leskovac jug",890,1780,2670,5350,10700,8.5,15.5,23.5,46.5,92
"Šabac","Grdelica",930,1840,2770,5530,11060,8.5,16,24.5,48,95
"Šabac","Predejane",970,1930,2900,5800,11600,9,16.5,25.5,50,99.5
"Šabac","Vladičin Han",1040,2070,3110,6220,12430,9.5,18,27.5,54,107
"Šabac","Vranje",1100,2200,3300,6600,13210,10,19,29,57,113.5
"Šabac","Bujanovac sever",1140,2270,3410,6830,13660,10.5,19.5,30,59,117.5
"Šabac","Bujanovac jug",1150,2290,3450,6890,13780,10.5,20,30,59.5,118.5
